N,seed,C,completion,virtual_time_s,time_per_clear_s,macro_steps,measures,switches,clear_failures,path_length_m,directional_sources,scenario_sha256,last_successful_clear_macro_end_s,error
10,2101000062,10,True,10760.972992,1076.0972992000002,46,385,352,164,39709.86484808152,5,d060afa8cf9c97b1e6ab5ac21a6861f80a6c1f2fcba50bb3cddf5e3170e0a7c9,10760.972992,
10,2101000063,10,True,9785.278392,978.5278392,42,501,471,0,33796.39195130398,1,2b7560e072ad8d18f7ea8398d7cebbd8cd2d608aa671e5b95e341afdd5a364e3,9301.809173,
10,2101000064,10,True,9461.781927,946.1781927,42,416,385,3,34688.90962541595,5,c537ba6a37bad2037ae1d0b069b387b1434c14ed3c451b17aed5c8d39128a88d,9213.272137,
10,2101000065,10,True,10752.898099,1075.2898099,46,482,450,78,38044.49066505461,6,31571492f594d2ecefcf505437a8c676a1a8ea81f30294f8f7ae222c6a8e1b1f,10752.898099,
10,2101000066,10,True,8902.454666,890.2454666,42,363,332,1,33512.27333186164,7,6199125820d8bbd7dd175470cc47f9c4ec6708c2c98a8e0be502b720fa243dd1,2601.442094,
10,2101000067,10,True,9384.180507,938.4180506999999,42,503,472,2,31705.902531728476,4,bedd204e747ab5c8dfa8410ed693e91e363cb7f5a5597a9e8c94e1cf4fb213de,9268.05531,
10,2101000068,10,True,9353.979663,935.3979663,42,421,391,0,34039.8983131166,3,b650815bba0c271ea1c08231ddd564f51061a5ba2bdc657caa1bca285ea148a2,7151.958458,
10,2101000069,10,True,9834.569368,983.4569368,42,478,448,0,34732.84683245634,5,5215eee0ffaf31eb14c3b46a052a5d1b6dda567d082475c42df4984cd32c0963,9834.569368,
10,2101000070,10,True,9110.403605,911.0403604999999,42,394,363,2,33607.01802428405,3,9a86a3e6ae43744d5b533affb415c592222b58cc1cf26b256fc942f2fb2e4bd8,9110.403605,
10,2101000071,10,True,10058.502143,1005.8502143,42,484,453,0,35677.510711392155,2,dfe3912c89f590592f0ec4d9f4e89a256ada82f871f4bfa25e6a0f372cc52649,10058.502143,
10,2101000072,10,True,10291.390232,1029.1390231999999,42,438,408,1,38201.95116024451,8,783d8ab997ae427bf16e91a7f3f384681e12629afad35ed72b2ef7307417554c,8126.913575,
10,2101000073,10,True,10032.308383,1003.2308383,42,486,455,2,35456.541918421965,6,7a243bcab56402c761ea01c71e4faba020ee5b474eb0ca932062061cdabc7bb0,8681.846258,
10,2101000074,10,True,10336.011979,1033.6011979,48,413,378,12,39035.05988495038,9,266a409380d6679fb0bc7746cc720f6e7629c6a99b6e23ba47b804ae2e6a8402,10336.011979,
10,2101000075,10,True,9276.323552,927.6323552,42,456,427,0,32596.617759817553,1,f7cab332c18d0c6cf22170e15f0e5644496efbaa478ab215a296de34f88c90d9,7166.272304,
10,2101000076,10,True,9731.685398,973.1685398,42,413,382,2,36143.42698438255,8,6d9e4e7e1afdbea2ef8871008aafac0e40cdfbd6a0800fb4590fc386134f9d2d,9731.685398,
10,2101000077,10,True,9770.936344,977.0936343999999,42,466,435,7,34674.68171156866,7,4fb9937e0abd1dbcd663a6d9eb80bd444089002b941c7f3faa2572c679ee72df,9136.298041,
10,2101000078,10,True,9001.666911,900.1666911,42,384,353,0,33393.33455400332,9,82aacdc5153e67cd7a307b9712267720f87b980504e7db47aa6c421e2f5f0095,8211.840538,
10,2101000079,10,True,9551.215209,955.1215209,42,441,410,0,34431.07605076499,1,2932eb6dee75c6e5df57e11a7d279796e2ed583005ba6c5eaf8e9412be422938,6246.434798,
10,2101000080,10,True,11977.416415,1197.7416415,48,474,439,172,43012.082024314186,7,9121d14c1a4bdc9b3bec3dbde1d70dc9ef23ed109b39deadb7cf46c76dfe4b7a,11977.416415,
10,2101000081,10,True,9983.122019,998.3122019,42,518,488,5,34200.61010133084,9,20162c597030597de96ab06636693935961596cd9cc3e7be9d0406d200675440,9203.378193,
10,2101000082,10,True,9186.79245,918.679245,43,368,336,3,34758.96225775969,4,bd68f3252c1b9dd181fbb0cb712357d4e01ddd7ad4f4dd5751992246d2444b63,9186.79245,
10,2101000083,10,True,9792.316096,979.2316096000001,42,433,402,0,35876.58047495564,1,fcfdea556bbb7adc4813a25b81e18e3c0f309c393304476d4c67c69c61399c74,9129.472569,
10,2101000084,10,True,9097.867291,909.7867291,42,367,337,1,34364.3364631892,5,114e39af6c812ba8949cbec544d9ad32eb3786e22834380e99cc0d385eb12b3d,3489.532178,
10,2101000085,10,True,10693.730783,1069.3730783,43,501,469,1,38333.653908728804,6,e7abaa819b93e17ccff76831a1b840ba13a3c37d1a1bf5f84fa29a3f9ddd4793,10693.730783,
10,2101000086,10,True,10639.667404,1063.9667404,48,425,390,170,37823.336892345935,8,3496bd482fbb367c436c3e2488ad868cd4f863f35bfbc43505d7cd16476f2d11,10639.667404,
10,2101000087,10,True,9689.672469,968.9672469,42,461,430,0,34523.362339248706,4,8a6faf7a215a3930c58aed17941339e8acb984787aa396f40e87404cf9eaedaa,9689.672469,
10,2101000088,10,True,10127.941735,1012.7941735,42,429,398,0,37674.70866103751,9,3a80cf31ad0981ffbcb8fc17f778626c996962de5e75c18d29ec867c3d913eac,10018.981606,
10,2101000089,10,True,9315.203353,931.5203353,42,439,408,3,33266.01676562622,6,a1a3ad00c88368fe2dcb9e2d0f3eb2f1fceeac94b90411979c4c24f14701de0b,8815.689314,
10,2101000090,10,True,8586.508723,858.6508723000001,42,353,322,0,32247.543611690027,2,f573723f088d97bd24a256462d2f7d63bc7f565e1dad0aa2d39533b3bec8e0a2,5211.072715,
10,2101000091,10,True,10530.095387,1053.0095387,45,490,457,87,36560.47674903216,8,517476d3bf228b7de44c75819cadb0945243f3f3c5e9a9e6ca837048a1ae4ea8,10530.095387,
10,2101000092,10,True,12442.4,1244.24,49,529,495,65,45287.00002868921,7,34cd5b6fdc363bc189fc483ce090cd3153de9a80a82dbb691d9f05b840de378b,12442.4,
10,2101000093,10,True,9854.80699,985.480699,42,501,470,0,34149.03494655568,4,989d0d6326b5e4f3a9e6fca493eb041877ee9c2104ad4d91453b3acc941ec324,9854.80699,
10,2101000094,10,True,8670.430828,867.0430828000001,42,350,320,1,32737.15413622909,1,e7d09945ba024a38c2ed1a6d4dfb3c05ec0d25a394f7e6f82e55ebf16abf1ff1,4081.907429,
10,2101000095,10,True,11406.352617,1140.6352617,45,494,461,178,39456.76316414126,3,0bf15576065717d54bcefb29866bc36ce0d0b021ecce97b01543e60194e2aa1d,11406.352617,
10,2101000096,10,True,9258.708223,925.8708223,42,436,406,1,33098.54112103863,3,7c875d1651a26611027e2ecdb23726626de7ecd54c63eddc34a11165162adc83,9258.708223,
10,2101000097,10,True,9636.437513,963.6437513000001,42,445,414,0,34737.187559928665,2,f20001254b7c422ac3791cdf2419a76baded26bbba9d87b67041e0119e7610a3,7134.270498,
10,2101000098,10,True,9262.691399,926.2691398999999,43,398,370,0,34263.456996142595,7,b14bdd9c447da159d7a45c30bd1d74855dc6e050837fed4dcb6166eb55548cb0,9262.691399,
10,2101000099,10,True,10188.25594,1018.8255939999999,42,511,481,0,35511.27970608478,9,c1a0733a18a8e57ed4058955e94d5253823e066ee0eb24f7f9452c4570f4a9da,9713.196522,
10,2101000100,10,True,9963.194279,996.3194278999999,42,404,373,0,37600.97139972289,1,5952b0e31e90617bdf0553448b34fa237e0ac90ca0af9c1dfff62ef2a0aaaa98,7200.687567,
10,2101000101,10,True,10476.32415,1047.632415,46,489,458,33,37121.62078229444,8,43bb31952c2557675acf1e0a1f88548abfc994eb6118a8e084bf4eeeef6293db,10476.32415,
10,2101000102,10,True,8840.179336,884.0179335999999,42,346,316,2,33690.89668140876,9,b65d92e270e770da862961421ffada5d69b41008b63e65771997c88a1480de89,1975.98169,
10,2101000103,10,True,13083.133657,1308.3133657,48,540,506,223,45790.66865661938,6,58694dd0efb3721ffdedc807a8ed7e687f99b8a466695f3fc806263b4b1296b0,13083.133657,
10,2101000104,10,True,13743.984244,1374.3984243999998,57,563,522,250,48034.92110809955,9,6437c39ebc1ee248288708a9dac0b410b71f03cd4192127ba29cd70961b75a17,13743.984244,
10,2101000105,10,True,10103.809639,1010.3809638999999,42,482,451,8,35844.048200592944,9,d6149b015f0db824946e5360da7f48159b92b97bacf06d5bfe533439e5f0035d,10103.809639,
10,2101000106,10,True,10282.125277,1028.2125277,45,395,363,33,38975.62636116979,9,37de42a498b4f5964d1f79454173b518d5917040a1f1bbf229c5d89ee7de9008,10282.125277,
10,2101000107,10,True,10104.790287,1010.4790287,42,461,430,0,36598.951441776786,4,bfcdf2588db8bf24d4a4c81950c5016afb0a6ec7137381616d8e71390d11cf78,9750.058854,
10,2101000108,10,True,10015.592429,1001.5592429000001,42,399,369,1,37992.96212252281,2,daf547625bc0de5bb4a6a22066fdfcd90302460d3aba3f59ed559dc81353eeef,10015.592429,
10,2101000109,10,True,9926.357508,992.6357507999999,42,459,428,4,35706.78753740855,3,9385e58e13d13a3473bf0c2bdb73408615391c794025fe4e529743fc50acc078,9926.357508,
10,2101000110,10,True,8544.941582,854.4941581999999,42,337,306,2,32489.707919165077,3,dfff1e0a1bac03fdc34bd24720a9777da556f34a5ba3f2afb26fbbe5b1ef5bc1,1453.740734,
10,2101000111,10,True,9829.990053,982.9990052999999,42,511,482,2,33684.9502711211,3,96e6b5124130b871148a5293446846535b4fffb1d0a6ea31c40c150cab273646,9829.990053,
10,2101000112,10,True,10080.006408,1008.0006407999999,42,440,409,1,37090.032042784675,5,b9e0929480596ae9069f4ae6c59be47a1c8022ace509faa5522b26d2382fde47,10080.006408,
10,2101000113,10,True,12977.50873,1297.750873,49,540,507,238,45032.543503349945,6,11c3545c40935f28092a6c2c201edc8bb5d21701270d98ce0a3136722bcd1d40,12977.50873,
10,2101000114,10,True,9022.996928,902.2996928,42,353,323,2,34394.98462667478,5,08be6aacd53e93f82811057b8e7fcd9f790edabba0efa3268b96cd13a7287840,2298.453735,
10,2101000115,10,True,10039.290669,1003.9290669,42,472,442,0,35936.453338732186,2,c78b0bcb4e57510db076a61807d03527a8120e6ce0d39610164f88c0b1b712c6,10039.290669,
10,2101000116,10,True,10100.938139,1010.0938139,42,447,416,1,36984.69069529958,7,002c093ed8020591fa0930586cf4f9b77843d166afb7aed2806caed777e4e367,10100.938139,
10,2101000117,10,True,9896.502712,989.6502711999999,42,434,403,4,36307.513564042805,4,6bd0ce5d0777de5fe04e7bd2378e7498bad6949152235c6d5b5e2ad72bc51b71,9896.502712,
10,2101000118,10,True,9732.629076,973.2629076,42,393,362,0,36778.14538380553,9,7060c08596f4699b8cf8967c3e45fb7c6eef84b108305952619814a131e1684c,9732.629076,
10,2101000119,10,True,11790.206065,1179.0206065,45,466,433,147,42681.03028188378,2,0ee3439b0ea237c09f53e9e2f826b3db082b6cbdfad4eac57634c47e13f99145,11790.206065,
10,2101000120,10,True,9450.844124,945.0844123999999,42,422,391,3,34454.2206170213,5,386e41a4c61fb39fad684695db1c4950f26e2babc8fb6d0ddb1e6ad29d56a6fd,9327.199014,
10,2101000121,10,True,9884.997773,988.4997772999999,42,492,462,6,34474.98886524256,6,f52013ba5a1e9a2bb5344a33c815987c8cef0bec918e4523bceeccd8c8c08ac9,9583.443786,
10,2101000122,10,True,8617.513552,861.7513552,42,342,311,0,32732.567763966108,2,cc30540ae632e50c7f13fd05d8c323f2dddc0bce84b15082af4345a58bda7566,1501.434241,
10,2101000123,10,True,9402.425987,940.2425987,42,495,464,0,32067.129931910513,3,3c129a3ad1645b908762c1b8dc7075e37fe0eb11ec6a530e24e2964236aff384,9402.425987,
10,2101000124,10,True,10470.871674,1047.0871674,45,434,401,18,38979.358397306336,7,8f4a830dd05433d6d3a794911d142d26d381942b17ed8aaa2e58cd3e1d090989,10470.871674,
10,2101000125,10,True,9652.88703,965.2887029999999,42,447,416,1,34744.43515002811,2,6fa48fa58b082b23130a17bca5c95357ea3ffe56290f856fc6e9686e771b5b0c,7702.806941,
10,2101000126,10,True,9411.810355,941.1810355,42,424,393,3,34199.05177211054,9,1366cfb81aceaf35bf11afc32a4a9a0fbaecd154dfdf36adb3f9d047493e7b53,7021.814554,
10,2101000127,10,True,11327.380938,1132.7380938000001,45,520,488,172,38366.90460614115,8,a810ef4a2a70701d1792a7c7ba997a2da6f57855dd14e9bb138f1c8d705c1aaf,11327.380938,
10,2101000128,10,True,12876.888961,1287.6888961,48,485,450,295,45334.444911802835,8,21a47b38bcf8b688db341311eff62ed3f90690a7b719fff9bc7bc5576e220470,12876.888961,
10,2101000129,10,True,9337.267071,933.7267071,42,434,404,5,33491.33534958722,2,c90ef20d1d208f63403d573aa83768cb856056cad7344181d050f35ac1ff5755,6672.350129,
10,2101000130,10,True,8900.798617,890.0798617,42,370,339,0,33308.993091909186,6,e9f9e3269edc198677b02f2065a88a788d84b8e2088a384e6455550bfa53f159,8288.763318,
10,2101000131,10,True,9899.91806,989.991806,42,497,466,0,34494.59030201587,4,f9cb83bd8c57c8c907fc857ffafbbfaa3f7799dcf30f51f1eea8e8ccf67d1686,9621.342376,
10,2101000132,10,True,9805.28983,980.5289829999999,42,402,371,3,36826.449143153026,3,7ab91e4e9e57cc1602bc56b6fde538971039be32d361d2a2afb4942e5038e543,5747.384351,
10,2101000133,10,True,10407.622933,1040.7622933,42,512,481,0,36583.11466653168,3,967d415062e402302b7f3e57c2595629d5efc17fc71455f8e1315c5a71b1dba3,10407.622933,
10,2101000134,10,True,10986.950333,1098.6950333,45,395,363,95,41569.75163885763,8,0b761edcd71ef1f71392d5a458fd5d2ee58e938552325f9b3aa3820b4d2e3fa3,10986.950333,
10,2101000135,10,True,9741.726614,974.1726613999999,42,510,479,1,33298.6330613259,7,e1c96b1ecd7577d9e854243f8df006198e3f81564c64998c3a356729607a3bc5,9741.726614,
10,2101000136,10,True,9349.642118,934.9642117999999,42,428,397,1,33798.21058559207,3,ba65c46fad10a5112e6521a3252bbd52bc3bf1603a958ba17283e4880c0c6fce,9095.256317,
10,2101000137,10,True,10392.41997,1039.241997,43,508,480,2,36582.0998552892,5,163a346d23de386b4546234cb3c9bab224347278842540adcabb407a3ab0fe2a,9544.347795,
10,2101000138,10,True,8933.089815,893.3089815,42,348,317,1,34115.449066788264,8,0e27362a8d1709fb46f500cf99b29896db7b01f9aa10bc2d3d9ca912e166d203,2362.298749,
10,2101000139,10,True,9576.208414,957.6208414,42,498,468,0,32841.04207256137,8,b1ff226dce20f7a2df4b1e9dfe53be907ec25bf80be48c867d90dd568687d1ad,9330.682404,
10,2101000140,10,True,10272.907285,1027.2907285,45,504,472,14,35944.53645973796,4,6063d5c3665f88df9fd52c26f48e1493a480d3fef23405d503173566f7a10480,10272.907285,
10,2101000141,10,True,9764.138892,976.4138892000001,42,483,453,1,34215.694459248814,2,445e11e9469559970efc8cd38b804ad0c31cc30d031470ec6295f0ac5a34f78f,9468.690705,
10,2101000142,10,True,9667.868238,966.7868237999999,45,421,389,36,35079.34120823483,7,b0be3b0367e593d1d0a7adc3a73a6dc11cfa248d2ad33db00fbeb85b0c57f610,9667.868238,
10,2101000143,10,True,10915.485756,1091.5485756,45,544,512,89,36832.42888282443,7,64c701f8b29f12d43949b6d16635d509203bb6bb835354103e00847ffb17ffd4,10915.485756,
10,2101000144,10,True,9745.602248,974.5602247999999,42,453,422,7,34938.0112478902,8,2d222a9798109fe3b991fa60a57166f88e735eb1b8aad0693035f0ef1186f18b,9745.602248,
10,2101000145,10,True,9537.436172,953.7436172,42,481,450,3,33117.180862086585,9,7b8a89600bc53cfc11e78f81246eed3ba5007324b4d10bf38fe2f39b66f45d2e,8578.76688,
10,2101000146,10,True,10612.101901,1061.2101901,46,433,402,46,39285.50946814575,7,c24bb18eaf5acf4798ea34eb85348e93619f867608f45c1a9ba1a8876c7f3bdb,10612.101901,
10,2101000147,10,True,8960.966553,896.0966553000001,42,474,444,2,30454.83276594615,3,ddd7cef5b1654fb37a8f3e39bcb31b67c7134faf4bdfbd097660977242b5af1b,7599.169744,
10,2101000148,10,True,8593.161786,859.3161786000001,42,354,324,0,32245.808928261256,2,6e58e60e99aaa4329147ccda5b870857473c81d72a200f66ebbc905523e692c9,7928.543296,
10,2101000149,10,True,9643.592693,964.3592693,45,474,442,15,33682.963464498804,4,2a7512418bde544f1ef2b257b7ce3794f55df91d9ab137cd5fda4342e8a27073,9643.592693,
