path,category,bytes,sha256
docs/simulator/compatibility.md,docs,7204,1870fc8f329943034876afbc965e38f9409433482e005889e6a8cc8db71c6456
docs/simulator/ddp_training.md,docs,2302,fd45e63cde4d8f445b49c0ee97509038054f68486c3d9e7402c23863895fce31
docs/simulator/local_deployment.md,docs,3812,b918347717fc00b0c7012eef90f833027f2a7ee4ac05bd11c2451ecc7a687ebe
docs/simulator/official_gaps.md,docs,5234,d65b183f6b56b3b2371637eb6dcee21d490b537a60ca6ab9b1bc7909e73b54f4
docs/simulator/rules_matrix.md,docs,10050,be0ffa996ab0864dd1378356ec4bcea1872b1657a4ee796b818fb7a1e5a5567c
experiments/README.md,experiments,3100,0777e47bc793bbc28e9081cc9b7e4d5687ed153ec7011108e6c516a353280556
experiments/q1/.gitkeep,experiments,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/q1/README.md,experiments,359,af086bfc06d7e8ac73eb784f5b4d8be5171e480bea5a190cc8180651b4da791e
experiments/q2/.gitkeep,experiments,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/q2/README.md,experiments,4332,463ede50258edf67489d4ebe8de474aa6011ddc3c4bf6df9342c551b7652748c
experiments/q2/lit_q2_01.json,experiments,680,7229903fbb81536ae408f30d7be2dff15d300c9ff9b7c91337ed2cf4f2259d2c
experiments/q3/joint_20260912.json,experiments,982,c66b9eb1ee59034447ddb4f0aa2b85fa2217d548c42ac642d84b7999f8430642
experiments/q3/large_20260911/g0.json,experiments,468,41ccdaba9d4b48963547070c24204e74a16828b4e07536218a637137fdefe8a3
experiments/q3/large_20260911/g1.json,experiments,468,c1ade84376f64010d0c6a3210044e8a5af8ece850059a8d1ea857c94ea3a77f6
experiments/q3/large_20260911/g2.json,experiments,468,38215429eab1a6ea42729174b3c2cd09c0f0a24f7420a59f08acf569b4e6159a
experiments/q3/large_20260911/g3.json,experiments,468,a7423b441c411fa75d63fa6aa417e1932fc1c0f291a43c47a74da0144917adc5
experiments/q3/large_20260911/q3ext0.json,experiments,538,a2cac2664e3a17cbfa5812c2b1d8631e45697ab86d00b1b13e4519b2848aca66
experiments/q3/large_20260911/q3ext1.json,experiments,538,58220d015b4cc7e6818223e6dc0c5082d9d9140fa3f3f994c949324b296287c9
experiments/q3/large_20260911/q3ext2.json,experiments,538,f7bcd09b7c99dd24f49f778632c29a1d03324d69900bf877721881fe65bd269c
experiments/q3/large_20260911/q3ext3.json,experiments,538,0e7290876dafee18999f65035695174f511a27c08b47ebfb3d9ae3afe5a37030
experiments/q4/budget_20260912.json,experiments,585,bab1f44e9c5d18cf7d92b63257fbb04a0920c21ddcccaf1b924c2dd645fe92d5
experiments/q4/large_20260911/g4.json,experiments,475,0c48cc89e03b134fdec9ebb1483ab46ac516f2d368396ef96168349f690960e1
experiments/q4/large_20260911/g5.json,experiments,475,c76f214e50af1aee22273285a67982bd0400ce13624f7c7af9f15e8f2a2f1d7b
experiments/q4/large_20260911/g6.json,experiments,475,a56df37701d28441d605d59a44243f5777d0bc9f20a0d25d06d74b212a705f75
experiments/q4/large_20260911/g7.json,experiments,475,b9fcd270e6f283d28429883eb217e80d3425c0771ee674543c6ac4c7c48b2c39
experiments/q4/repaired_20260912.json,experiments,478,fa35bbc88f49209e946ad9d0a997f9bc9e69bc808f1b6716af419bcea362a71d
experiments/research_not_authorized.json,experiments,230,365109bcfae918e1841d5595e1d989c23d87b5c4a7b3d764fb5f66ded37833b6
github-guidance.md,root,2306,f62c48e46dd8536559f2f4f2f8cbb7972189c1c6db419262de6a0bfb59efa157
handoff/README.md,handoff,2282,63f98203edca45248ceaf98b10e6c827859d141530f97925459ef5076dc4e665
handoff/figures/F001-controller-workflow.pdf,handoff,30821,b06266fa4837b424d79edc408c2c0a14fbb387446b43f98f7af9aa3b916d0e2c
handoff/figures/F001-controller-workflow.png,handoff,260109,5a08a301f1972cbeb1975b79133be66013dd6acb4abb7b808a5890c25a14cfd9
handoff/figures/F001-controller-workflow.svg,handoff,5184,48a4666aabc736f10700c9496020e19441d64903015f619f41934f378bbff6e9
handoff/figures/F002-q1-diameter-circle.pdf,handoff,179587,121543b364ec536fb5734af3a34a3448725897649d214db7b3ca340d854c6d55
handoff/figures/F002-q1-diameter-circle.png,handoff,144556,2880786d4e9e695dabdfc2f9ffbdc5e57a60a9298c225c5235d9dd0631b61d3e
handoff/figures/F002-q1-diameter-circle.svg,handoff,16938,dddc71446b622c3cfa0492c63b2ed0124df48a206576d50be571571142b3c619
handoff/figures/F003-q2-candidates.pdf,handoff,188211,cd40d4477f9151bbe860124705a6e6d18775e1c9888e0284d72fca472a06affb
handoff/figures/F003-q2-candidates.png,handoff,220741,ccf7233724de3894f33fd5566a1f55c80a7404e111bfff44707e269b75f59dd0
handoff/figures/F003-q2-candidates.svg,handoff,56213,cfaa15871f40c2ff65ba1bffc7b24d50bdcc6adbec06a4ca653ca3034088246f
handoff/figures/F004-q3-coverage.pdf,handoff,181688,77877af9a1b79e45a302ef303daddccc4ba00983d2c54807c4d2e46003e0b2c0
handoff/figures/F004-q3-coverage.png,handoff,231263,c6de22649ba8cde89e827ac37a41503e64d79adfd1f86bc899fd39d28d59c143
handoff/figures/F004-q3-coverage.svg,handoff,26014,1ef68231f7208240fecb7b81de288ecb46366d3b56448572ce94e7329bdbca82
handoff/figures/F005-q4-directional-coverage.pdf,handoff,185059,870434439d1eb20bb4d6e427bcd22dd2bec90f75d25674a1872611b286d2d4d5
handoff/figures/F005-q4-directional-coverage.png,handoff,249450,d68581afd19e8da110d880f0e515197f804749ab7a8799ee753d45375465a7c2
handoff/figures/F005-q4-directional-coverage.svg,handoff,28446,90d18684a712604435e8675bcbff589c252a427d262c51e0c85b4d683b712d33
handoff/figures/F006-q34-per-source-ecdf.pdf,handoff,228571,ece1bb50cf9247549129358d8485562546ee4c55bf31700c11d1e5a7ea263184
handoff/figures/F006-q34-per-source-ecdf.png,handoff,149351,d52a311d4cbd9bbe357da147126011d0f6ad0f91210b30581fef28634a2ae60d
handoff/figures/F006-q34-per-source-ecdf.svg,handoff,138216,6263accc1efbe94d1883013f7b36111310d031c56dc286ee2cb22299afb2a41b
handoff/figures/F007-q34-paired-by-count.pdf,handoff,183100,0874e5b1561f2763d32abc6f6f8cc2a10e321ebf3401684990c49469cac279b2
handoff/figures/F007-q34-paired-by-count.png,handoff,111498,8cb62065e83132c1eef15c9e9b2b6a4890805f48fe79d6442f45b5358d22ecac
handoff/figures/F007-q34-paired-by-count.svg,handoff,28783,205705b93d5fbe2e6f7e631af5f68d8401dc74893737f841daf1efa63013d449
handoff/figures/F008-q34-validation-progress.pdf,handoff,184283,a95fe6ed16563f63c8247fa208b7fa5748a62c5cf31dd75037701fc12c97f507
handoff/figures/F008-q34-validation-progress.png,handoff,224905,a74072c486858678232e3bfe27abb18bd515f6005b0033eabb87df64a0884e74
handoff/figures/F008-q34-validation-progress.svg,handoff,29436,1e2a145f3d13831ee7c833991d6710a6c3e59d63ee20faac28f37f6ff0352977
handoff/figures/F009-training-evaluation-workflow.pdf,handoff,33290,a576a0a4de6f9a014f343392a29a2f11a84ecfd28c6d256fcb435e35f6c6acef
handoff/figures/F009-training-evaluation-workflow.png,handoff,246641,58a91fb1825a221b593cbc32adc6a0e20fb8cf1251c3e5adae09a5f6ffe36c0b
handoff/figures/F009-training-evaluation-workflow.svg,handoff,5231,d11afe26fab654081c80a2ae40c0fac8ad134448a9371a946f4d9f2cc91a69da
handoff/figures/F010-q2-observed-posterior.pdf,handoff,186989,8b2e2c6e1e4c3b15274d62049e8a83916c8def326a090feaa02510be2efcc2d5
handoff/figures/F010-q2-observed-posterior.png,handoff,267976,3393287666fe5b534a52726503ae2a309861ec0f7312428650afa7692a85d92c
handoff/figures/F010-q2-observed-posterior.svg,handoff,98628,2011e8e46428a7ec4d191cb03e8ee8122305941e5734e9d387718f13f98e7849
handoff/figures/F011-q2-paired-evaluation.pdf,handoff,195078,0b4d07267b8314755b1f552f6b71c8b741e989a17ca199c9e72baf3800ab7ef3
handoff/figures/F011-q2-paired-evaluation.png,handoff,279667,22fedd581ca75e32b8b1b6c2b63fb7d41388ff991a0b420f048f062a4712b8fc
handoff/figures/F011-q2-paired-evaluation.svg,handoff,149972,5c20ffbd8cc0c7fb28fd6602919947631d870b5f580fb706263f4a3f44cc3ed7
handoff/figures/F012-q2-sensitivity.pdf,handoff,182404,122b5fd9d8b90411f145aa5b2d8d9492b2cbc246685b3d0f3a36b6e3f91f6863
handoff/figures/F012-q2-sensitivity.png,handoff,158073,432320a016020be877c13d46186b13f29dd155d38f6152a02beb9ec78af0d9a8
handoff/figures/F012-q2-sensitivity.svg,handoff,70184,d77985875411cbae4fef693af75a04a817c6304e75be5e2174b514e52c9cbea9
handoff/figures/README.md,handoff,5961,1d5300a29953863e4d958899e282fed95a17fc2306a314ab5cb1810e5dcd146c
handoff/figures/provenance.json,handoff,27576,caceef8aec7437f93306f5d005d2ca6ba06156b9ec2c2ff3e1b2a5ccdb56454d
handoff/figures/specs/F001-controller-workflow.md,handoff,3461,350ee0f426baf492783c6f765cb1f15143e2a6b05044b8f9d8fd2af6c0bb937d
handoff/figures/specs/F002-q1-diameter-circle.md,handoff,3381,213d5059ad02aafc68c6d79623d51286313540a9cab92c0b0fe291020ee35616
handoff/figures/specs/F003-q2-candidates.md,handoff,3572,f85675e18982b25c9543bdbba3b97c04e19e797bd04cd660faec2089c204a009
handoff/figures/specs/F004-q3-coverage.md,handoff,3203,ef4db659eb3e242fc54cd4289933019d65bc1ae334c48a8c5ea05c6af3583daf
handoff/figures/specs/F005-q4-directional-coverage.md,handoff,3513,2658ba48256fbce20f91fbf1a7d2fd92a0d50d15033dfaaab93b8f2c504d578e
handoff/figures/specs/F006-q34-per-source-ecdf.md,handoff,3959,e96aa67dde05280f6144d81c63a8c7023e3c06e887dd0dc75a1a66bd7be9fc51
handoff/figures/specs/F007-q34-paired-by-count.md,handoff,3358,7d25f0670cd02b512c77377f847ec38b37a4751110e6190164e3e2850682bae3
handoff/figures/specs/F008-q34-validation-progress.md,handoff,3597,dafeac91ff853142874aaac421a3da7620fcc3cc9b32c1b4f3b305cbb6d06828
handoff/figures/specs/F009-training-evaluation-workflow.md,handoff,3933,a189564c3bdb9f73d8cc431f6655e18f0eff75574a2df5b8954442b9fe8fd66b
handoff/figures/specs/F010-q2-observed-posterior.md,handoff,2705,631f9dfa6a0afc7ea1435fdcf3d8ac189afcfd735fa7374a5e1dd6d5943fede8
handoff/figures/specs/F011-q2-paired-evaluation.md,handoff,2716,d1ef960654372618a063090975ed908f021cc82d7abe84a9d98f5dafe08c29f1
handoff/figures/specs/F012-q2-sensitivity.md,handoff,2744,fcc9ed8ca4dab72d79536fbdb1c3cec5347e929c3fe1db536795500cda76b9c0
handoff/q1/README.md,handoff,3151,0ec66888d43d313cbfbc35c8cee3c47c33641e17b1d5f8f8646b347a71639b4a
handoff/q2/README.md,handoff,5098,cf2af84a1c21982cf0ce253ce51b368e0d7a6ec0a9a8cd42aea8778f37772ef2
handoff/q3/README.md,handoff,5198,86567ae3c7875d079482e8ff132877a31bd4a44d2b5d7dc22c14324d3d35ef12
handoff/q4/README.md,handoff,5463,3311b9f012ab25aaa6ed715a5039ccae8bd508121babe6f3fd16c46c563fa340
handoff/shared/共同约定.md,handoff,2387,face9da81a6fb62d93f80a44308d314aedc01b69ef6bca745bb6da4673620059
handoff/shared/文献启发与Q2改进说明.md,handoff,6039,4068414250c93a2d43f35e4fd807057d1dd1ec1f97564dee8e7554ac47030147
handoff/shared/训练与评估.md,handoff,5362,0aa170275aa3bf87db1bdf231d162fbe2ed43d08d2042e3470e2ca0c810e36ce
handoff/tables/LIT-Q2-01/README.md,handoff,1561,c578d0f31e25f8c8a30b15329fd0fce1132b94209e93e93088a33fd035a33724
handoff/tables/LIT-Q2-01/paired.csv,handoff,527,647db8a731ee894c1855dcd268557e652b92944223ff5d3b34d8fc6f34500f8d
handoff/tables/LIT-Q2-01/provenance.json,handoff,2822,b016a24b3f8d82293d041daa7ee08c823536379b38b07d09a5aeee0b3660ed06
handoff/tables/LIT-Q2-01/samples.csv,handoff,100630,e4f238de1ced0c7b39c31f26dcc4efa88662b5be193c093990ace7479cd58c07
handoff/tables/LIT-Q2-01/sensitivity.csv,handoff,1553,2c7a6505eb101966054c49d07a376397c93e227a970a7a8da0303e8fbc1b3948
handoff/tables/LIT-Q2-01/summary.csv,handoff,829,cc4db0377796280b59873fe2e0da4f35074adaeebdb2b7dd80c9b11d51f8246f
handoff/tables/README.md,handoff,2525,05c38a85b015a6b163c515fb0e04cc3361108eca7533ff60d6c42337a5fefe4e
handoff/tables/provenance.json,handoff,15731,6e01a47a910ec6d8b9d9410bd64a2fa3105bcd3ed50829995502eee24f9358f0
handoff/tables/q1_examples.csv,handoff,321,9c7090a6f8487372987ada6e140188fada7573420c1c5d6d82ea0c00163e03ea
handoff/tables/q2_candidates.csv,handoff,10610,2cd35e96c93ec07d4a292191a568dfc4aaa10759c41f680f73a6b785c4521ba3
handoff/tables/q2_comparison.csv,handoff,615,3fa61c521a2ac5c383bd62e90119bd436102457094eed7f791e43b349faec521
handoff/tables/q34_paired.csv,handoff,625,5379f03867e11335ace56b70a184cb71200db733e76bd91fc271fc2bc3dadb5b
handoff/tables/q34_strata.csv,handoff,3073,01973565899ddd469fc84445a939eeff8a5edc696e45c945b73cc7fa64e85288
handoff/tables/q34_summary.csv,handoff,988,d3e3f7a4853d1e685971f83af78ecbcfa305d06a6edf94d72afe67086a010895
handoff/tables/q3_coverage_parameters.csv,handoff,279,69bee31861f55d6b18879ea5a3a7d2f1807b670e636955b331d6e5e15efa5aee
handoff/tables/q4_grid.json,handoff,16665,ca94168dbeb3aa87600e130305c525d751c00014db73ea5ed7b1028325d82223
handoff/tables/training_validation.csv,handoff,7206,dd372b5b8cffaf17c1fe12a8d8195e5cb8978106e0cc63a26913e38c84c5db71
problem/B题.pdf,problem,514825,81c992a9bee5376308c4768b58719b177f17d6ee1f9861577a851924c5a838ca
problem/README.md,problem,541,599d2b78c3faca81f233f3632d96ca91c70c773b7cf518d656228b84554f51a7
problem/SHA256SUMS,problem,247,4495acbf72ab9b59cf25e9780fddc64d0836e1c69dbd49ec9ff75b5f8fee7f15
problem/附件/附件1.docx,problem,33675,20a27603ea81efa8f11658b3fa5b859a69aa3ff88fb3664d2abb80d740b47553
problem/附件/附件2.docx,problem,57179,c882513d5b7e0ec50f3068570ea55fdc1b5c4a5fa2d6e9e54e79b33cf0858cb2
pyproject.toml,root,722,1e2071c7c261c0b5938c4a41127d84cc849c3a03127d7f48a1e189bd4219906f
records/README.md,records,914,3bb36077bf1a242eaa37d8f33404551489cf52782bc1fd85e5cfc3bcc08a92f6
records/acceptance/接收记录-3ddb2d9.md,records,3457,01629c82694a7cbf1efb4562ffe852870f86728e4b8c6d108244ac59aae0887f
records/acceptance/接收记录-4d75bee.md,records,3916,9727e4cbeadadd0d0b04bf99626f5d394a6f3f08acd7a5ee638a5c5b41737d42
records/acceptance/接收记录-9e10994.md,records,3177,09fe34d906c95b3624ecae8eef595839d97097bbf8dfdf24967f87fac3d26e88
records/acceptance/接收记录-c457828.md,records,4716,18774a6d09dba4e0a0ffac444bf022dde5ba05cd4bbc3a3dabaa3d011300ecea
records/improvements/LIT-Q2-01-validation.json,records,1593,8efa394517069fd553550915708dfdd566a1f875824c33304213fdfead82ed93
records/improvements/LIT-Q2-01.md,records,2905,36afe9b4581da0e96d0adc683d963ce8cdb193d5bc9fe68f3e2e5635b0a26faf
records/organization-20260912.md,records,2633,a206242631b4b01daead8e370105807fa0cdf140cd6e489d7bdffa95a3c5d769
records/versions.md,records,1784,c0c0a1e5d889feea033d79e28443e569281493344bf01f7b3fc91aed8dd97f44
results/README.md,results,2330,4c5115833579b8204dec28c6a194474574b5bfafffbf8d141bdb27ab3fd68a9b
results/figures/.gitkeep,results,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/formal/.gitkeep,results,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/rehearsal/.gitkeep,results,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/tables/.gitkeep,results,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/training/import-3ddb2d9/.gitattributes,results,63,f946dc3eda4cee27f573a388f31fa0dc5b05bb45314424e2c0ca9f30133e6322
results/training/import-3ddb2d9/README.md,results,1595,8bfa682233b5a307829dd3c13ac4c285dbf13b608d01b5279c03d448b8ab3f0a
results/training/import-3ddb2d9/configs/q3_joint_4gpu.json,results,974,0780fc008041fda04aeeae8ebb745eefe3fc78b0d6dd1b169985903375cfcdce
results/training/import-3ddb2d9/docs/ddp_training.md,results,2299,c87af2d55e7ec8335c28429520525c47619c3056441e54b40b14cd3fa9ef6f01
results/training/import-3ddb2d9/reports/Q3多卡单模型训练验收报告.MD,results,4705,7f5faa3a39d5f8e00c010c9e369c4914254f099ebdfd4b345c9f6b3b4f360339
results/training/import-3ddb2d9/reports/Q3搜索教师与专家迭代实验报告.MD,results,9476,f371218f23214a9defd903f1f6680f2d8e7083a91e12360b3a835457e0138ada
results/training/import-3ddb2d9/reports/Q3模型部署与复现实验说明.MD,results,2654,e469d50db06208a02e2782b65c24e6002585475eec44d3be5adf56a7556f08ba
results/training/import-3ddb2d9/reports/Q4修复与四卡同步复验.MD,results,7794,2241cb8e4a2b971b0435988b3d3424b2ebf449d18c5f82b5982f1d6157661613
results/training/import-3ddb2d9/reports/强化学习训练与评估报告.MD,results,3043,4945f1536b480bc7bd0b3e400f4b95e8b155a6df403c8b232346e81c080ef79a
results/training/import-3ddb2d9/reports/最新模型与3000局测评索引.MD,results,1688,a7240fdf089286c8fac60a0a839fb25349a5cfa36a0bd7c36c4e35145ad66f10
results/training/import-3ddb2d9/reports/问题4_结果报告.MD,results,2662,3177cf9f416439748b757a4ee9b374b3b62748bbb2c64098278c25be77e65e99
results/training/import-3ddb2d9/runs/ddp_20260911/q3_config.json,results,320,b06f135812fca62cf1f9477c91431b4d5a62ae1788b879e31667cf71b16c832d
results/training/import-3ddb2d9/runs/ddp_20260911/q4_config.json,results,320,5991a5cda676165c3316e3b9629343aa51532115495f3545fcfe0d15eb70ef93
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/manifest.json,results,110160,b83c83d98a9eaf3928ac6daf1da2a49e61a3e71e5f34a861fb1e525a7871d2ee
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/per_source_distribution.pdf,results,18627,271042f84f5d2a94e8233bcabb86589043626c742a019b23bcc2d6d8f8698212
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/per_source_distribution.png,results,101357,3ad9dcfdbe9511ffb02589a6e2a5c7be13df31e42a3d953485fcd3bb3898dccc
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q3_baseline_samples.json,results,2511232,94f73ead21d68b1fed83f8142f885530968331d3be6a60c7897eff9a7a0fccd9
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q3_baseline_strata.json,results,10695,ab4f910e2541c56dee68abd39f46d210b943ea9812d32a07bf5ee9484e28e5ec
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q3_candidate_samples.json,results,2511200,e6bce027a7dce17dabea147ad17002cf1b49e783f6ee48333b95c5f0e390171e
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q3_candidate_strata.json,results,10672,41496bfb89c634c97e6677a311d8ae357ef3242142ae8978b19c2715b96d6b81
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q4_baseline_samples.json,results,2513679,c43f568d92ab3cc0cf9daf395fa173ecec5910823ea14bea332df9a531faf427
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q4_baseline_strata.json,results,10703,4b9043cdc5d06969a7675734964af25b976b5a595fadd92dae8522e302387bd1
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q4_best_samples.json,results,2512755,24a4a29645c9a0f1d5a5fe9d69964c8242bcb3d55c3c27d86e534f5444fa20da
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/q4_best_strata.json,results,10698,57052377e4bc7c05a594869134b5a02e5555286629aa8261057c40e61b47bc6f
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/report.md,results,3261,3087a79355b25f636f7896976fd773f482ce6f6850c13ed9b4cd3a57ba177453
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/samples.csv,results,789448,64cefc1168e7ca2ea0b563c0d010567dd6ac8488609af9bd8fde5a1aa8fe088a
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/samples.jsonl,results,9151858,c54da71e1aae83539d8ea2cabaabc62f19fed014c6db1da66692ae3642e9883f
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/status.json,results,99,1f5222e005409d2f563a460af0cbb0d3521123cbd2382441619a8f2b514820b8
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/summary.json,results,3724,e4daae678c8d04e42056242bf11db6032f4b132c38b3d219047f9f70043898ca
results/training/import-3ddb2d9/runs/q34_3000_test_20260912/verification.json,results,208,6a541dc11925fb63fcc0be20eb1e641b5fb30e512f8970f3875e41753ed7b1e3
results/training/import-3ddb2d9/runs/q3_gpu_20260912/reference/manifest.json,results,6798,6435d663dbe2f45ffcdf83f7f39bd74c133b8751efc86bec975f2baae413edb5
results/training/import-3ddb2d9/runs/q3_gpu_20260912/reference/summary.json,results,3453,bf765b088b7c625680d2cd372703edb08b9cf00f6f9ab42ae44d228c32ff9cda
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor1/error.json,results,704,5af02c9e5ca8c4d604c2b34390cb10c52ab97fb852aebf3da2f3a232436ffa55
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor1/manifest.json,results,6795,9c585a221e7ec99c860b7ddf5557c0d0929e80c9bf7c0a080033b99655cb32cd
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor1_v2/manifest.json,results,6900,3f068f4d97e3f155fa07471eb7129e826fb015411666721480705df2146c84e7
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor1_v2/summary.json,results,2771,0bef68f39ec71cf35d4659ec43bdde0a1b903d4f7c9f9076e501e9713f484240
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor4/manifest.json,results,6900,3f068f4d97e3f155fa07471eb7129e826fb015411666721480705df2146c84e7
results/training/import-3ddb2d9/runs/q3_gpu_20260912/tensor4/summary.json,results,3521,9937178a24e055e19a39a6e3f44980bf5bfaa45dda1f1838692d256527612cc5
results/training/import-3ddb2d9/runs/q3_joint_20260912/aggregated_fit_diagnostic.json,results,402,b09cbb711bed9507a4b46e57506cd58aa799cb46e3028757b51f858b643026ba
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline.pt,results,4406525,cf63f3c88ca534cae14a2a8dabbdedbf198f53f06aeaebe5d1aff14cbacab1c9
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/baseline_episodes.json,results,238584,b1fd5c5b8a57a7437255bf4304f678051a1b98bf3ffb60f09dcb88e3d5e5bbec
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/baseline_strata.json,results,11216,f84613cc1691a57947911b65c9e7e1136b1c15118dcd18f14d05a49385a0e14a
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/manifest.json,results,8102,754da2f68b41412c841875e94c8e8a0809bc995594a78e18601ea4bc825cd0c4
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/rule_episodes.json,results,232222,ee8e895beaba7f218d7225b945f479891606de50806c1be04883a5d096013cc8
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/rule_strata.json,results,11223,8507ef8c8e5a25bcc43c60f7643497a8552d5ada194fe197493d154d00298073
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/search_teacher_episodes.json,results,1829195,6ea2b71f86d4ab776a303613acceb924e6b992e6464a75ca06ddcbdf481d8fa2
results/training/import-3ddb2d9/runs/q3_joint_20260912/baseline_validation/search_teacher_strata.json,results,10016,adb27de5fd38242bff7bcf1d0d6d31481515fd292462f28c20585581f8acb68e
