problem,seed,N,C,completion,cleared_fraction,virtual_time_s,time_per_clear_s,elapsed_s,path_length_m,measures,switches,clear_failures,probe_macros,macro_steps,decision_max_s,decision_p95_s,error,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,variant,overrides,scheduling_overrides,route_overrides,scenario_sha256
4,1712000006,10,10,True,1.0,8393.44516,839.3445159999999,0.15515711577609181,31697.22579296172,339,309,0,2,42,0.011665773577988148,0.0019768342608585954,,8393.44516,1428.352981,668.01899,6965.092178999999,0.8298251845610438,7725.426169999999,10,10,True,True,False,270,270,100,100,10,10,6339.445159999999,1695.0,309.0,50.0,5372.092178999999,1350.0,243.0,0.0,2393.4451599999993,2393.4451599999993,0.0,310,100,0,0,0,baseline,0,0,0,1f7a8eb045c7b57050756cf186af91fb6d8ee8bd832714411e7a1591cf8b6cca
4,1712000006,10,10,True,1.0,8527.082374,852.7082373999999,0.16263488307595253,32160.411865365742,346,315,0,1,42,0.009895983152091503,0.00292880495544523,,8527.082374,1815.818923,671.0,6711.263451,0.7870527287813439,7856.082374,10,10,True,True,False,260,260,100,100,10,10,6432.082374,1730.0,315.0,50.0,5177.263451,1300.0,234.0,0.0,2527.0823739999996,2527.0823739999996,0.0,310,100,0,0,0,route,6,0,6,1f7a8eb045c7b57050756cf186af91fb6d8ee8bd832714411e7a1591cf8b6cca
4,1712000006,10,10,True,1.0,8366.856351,836.6856351,0.14259529625996947,31564.281746386638,339,309,0,2,42,0.01105133630335331,0.0027097391895949817,,8366.856351,1401.764172,720.652983,6965.092179,0.8324622638187803,7646.203368,10,10,True,True,False,270,270,98,98,10,10,6312.856351,1695.0,309.0,50.0,5372.092179,1350.0,243.0,0.0,2366.8563510000004,2366.8563510000004,0.0,310,98,0,0,0,schedule,2,2,0,1f7a8eb045c7b57050756cf186af91fb6d8ee8bd832714411e7a1591cf8b6cca
4,1712000006,10,10,True,1.0,8559.885795,855.9885795,0.1616702531464398,32354.42897387813,345,314,0,1,42,0.009087182115763426,0.0027366985799744726,,8559.885795,1848.622344,671.0,6711.263451,0.7840365644738138,7888.885795,10,10,True,True,False,260,260,100,100,10,10,6470.885795,1725.0,314.0,50.0,5177.263451,1300.0,234.0,0.0,2559.885795,2559.885795,0.0,310,100,0,0,0,combined,12,6,6,1f7a8eb045c7b57050756cf186af91fb6d8ee8bd832714411e7a1591cf8b6cca
4,1712000007,11,11,True,1.0,12151.50116,1104.6819236363635,0.2767399367876351,44172.505609608736,464,432,170,5,46,0.020848670974373817,0.002933145733550191,,12151.50116,12151.50116,8850.097787,0.0,0.0,3301.403372999999,9,5,False,False,False,0,0,125,119,11,11,8834.50116,2320.0,432.0,565.0,0,0,0,0,6151.50116,0.0,0.0,279,99,6,167,2,baseline,0,0,0,e866622ab1df5c4c24cac1b50ceb60bc0d3900f3f9c76c98d6e04439b078783c
4,1712000007,11,11,True,1.0,11270.71512,1024.6104654545454,0.24549959180876613,40433.57548924621,481,448,92,6,46,0.018369438592344522,0.0025714169023558497,,11270.71512,11270.71512,8442.384515,0.0,0.0,2828.330605000001,9,6,False,False,False,0,0,149,144,11,11,8086.715120000001,2405.0,448.0,331.0,0,0,0,0,5270.715120000001,0.0,0.0,279,108,5,92,2,route,10,0,10,e866622ab1df5c4c24cac1b50ceb60bc0d3900f3f9c76c98d6e04439b078783c
4,1712000007,11,11,True,1.0,12151.50116,1104.6819236363635,0.27727451268583536,44172.505609608736,464,432,170,5,46,0.018911954946815968,0.0029428713023662567,,12151.50116,12151.50116,8850.097787,0.0,0.0,3301.403372999999,9,5,False,False,False,0,0,125,119,11,11,8834.50116,2320.0,432.0,565.0,0,0,0,0,6151.50116,0.0,0.0,279,99,6,167,2,schedule,0,0,0,e866622ab1df5c4c24cac1b50ceb60bc0d3900f3f9c76c98d6e04439b078783c
4,1712000007,11,11,True,1.0,11211.0891,1019.1899181818181,0.2744604437611997,40135.4453885898,481,448,92,6,46,0.02161376690492034,0.0028710971819236875,,11211.0891,11211.0891,8382.758495,0.0,0.0,2828.330604999999,9,6,False,False,False,0,0,149,144,11,11,8027.089099999999,2405.0,448.0,331.0,0,0,0,0,5211.089099999999,0.0,0.0,279,108,5,92,2,combined,11,1,10,e866622ab1df5c4c24cac1b50ceb60bc0d3900f3f9c76c98d6e04439b078783c
4,1712000008,10,10,True,1.0,10208.859318,1020.8859318000001,0.15973472129553556,39209.296589006044,390,361,2,5,42,0.006482509896159172,0.0039868733612820504,,10208.859318,6026.078859,3207.592576,4182.7804590000005,0.40972064838086547,7001.266742000001,10,9,True,False,False,120,120,120,120,10,10,7841.859318000001,1950.0,361.0,56.0,3474.7804590000005,600.0,108.0,0.0,4208.859318000001,4182.7804590000005,0.0,310,120,1,0,0,baseline,0,0,0,5b74820ce7c14f7625e72cace58bcaf4abe001085543ca2be5d8a67b2e2012ac
4,1712000008,10,10,True,1.0,10039.726364,1003.9726364,0.20739922672510147,36573.63182570423,450,419,2,3,42,0.009493447840213776,0.005412752949632703,,10039.726364,10039.726364,3026.35193,0.0,0.0,7013.374434,10,7,True,False,False,0,0,152,146,10,10,7314.726364,2250.0,419.0,56.0,0,0,0,0,4039.726364,0.0,0.0,310,130,3,0,0,route,10,0,10,5b74820ce7c14f7625e72cace58bcaf4abe001085543ca2be5d8a67b2e2012ac
4,1712000008,10,10,True,1.0,9264.002438,926.4002438,0.16833273507654667,34650.01217897105,383,354,5,4,42,0.007099229842424393,0.004344828217290341,,9264.002438,4905.093373,3290.362762,4358.909065,0.47052114830196895,5973.639675999999,10,10,True,True,False,160,160,120,120,10,10,6930.0024379999995,1915.0,354.0,65.0,3414.909065,800.0,144.0,0.0,3264.0024379999995,3264.0024379999995,0.0,310,120,0,0,0,schedule,1,1,0,5b74820ce7c14f7625e72cace58bcaf4abe001085543ca2be5d8a67b2e2012ac
4,1712000008,10,10,True,1.0,9829.496194,982.9496194,0.17996332189068198,35552.48097595273,449,418,2,4,42,0.00903396401554346,0.004888858972117303,,9829.496194,8472.320799,3026.35193,1357.1753950000002,0.13807171478721672,6803.144264,10,7,True,False,False,50,50,151,146,10,10,7110.496193999999,2245.0,418.0,56.0,1062.1753950000002,250.0,45.0,0.0,3829.4961939999994,1357.1753950000002,0.0,310,130,3,0,0,combined,10,1,9,5b74820ce7c14f7625e72cace58bcaf4abe001085543ca2be5d8a67b2e2012ac
4,1712000009,14,14,True,1.0,9688.985205,692.0703717857143,0.17794825416058302,35449.926012192365,424,394,5,4,46,0.004876859951764345,0.0038436941104009748,,9688.985205,9688.985205,4162.167639,0.0,0.0,5526.817566000001,14,9,True,False,False,0,0,96,91,14,14,7089.985205000001,2120.0,394.0,85.0,0,0,0,0,3688.985205000001,0.0,0.0,186,66,5,1,0,baseline,0,0,0,3cff9e58ff2a162f86c56d308633f33d775daa8e3eb764801dcc69cb4b3a5551
4,1712000009,14,14,True,1.0,9760.973668,697.2124048571429,0.17937006568536162,35009.86834822135,451,422,4,6,46,0.005649209953844547,0.003799630096182227,,9760.973668,9760.973668,7542.22771,0.0,0.0,2218.7459580000004,10,6,False,False,False,0,0,129,112,14,14,7001.9736680000005,2255.0,422.0,82.0,0,0,0,0,3760.9736680000005,0.0,0.0,186,78,8,2,4,route,6,0,6,3cff9e58ff2a162f86c56d308633f33d775daa8e3eb764801dcc69cb4b3a5551
4,1712000009,14,14,True,1.0,9688.985205,692.0703717857143,0.17154052341356874,35449.926012192365,424,394,5,4,46,0.0052916789427399635,0.0036505168536677957,,9688.985205,9688.985205,4162.167639,0.0,0.0,5526.817566000001,14,9,True,False,False,0,0,96,91,14,14,7089.985205000001,2120.0,394.0,85.0,0,0,0,0,3688.985205000001,0.0,0.0,186,66,5,1,0,schedule,0,0,0,3cff9e58ff2a162f86c56d308633f33d775daa8e3eb764801dcc69cb4b3a5551
4,1712000009,14,14,True,1.0,9760.973668,697.2124048571429,0.17921527288854122,35009.86834822135,451,422,4,6,46,0.00558476010337472,0.003842888749204576,,9760.973668,9760.973668,7542.22771,0.0,0.0,2218.7459580000004,10,6,False,False,False,0,0,129,112,14,14,7001.9736680000005,2255.0,422.0,82.0,0,0,0,0,3760.9736680000005,0.0,0.0,186,78,8,2,4,combined,6,0,6,3cff9e58ff2a162f86c56d308633f33d775daa8e3eb764801dcc69cb4b3a5551
4,1712000010,12,12,True,1.0,9914.859413,826.2382844166667,0.2552417106926441,38559.297190554586,322,290,81,5,47,0.02155399974435568,0.004481228487566108,,9914.859413,9914.859413,119.0,0.0,0.0,9795.859413,12,11,True,False,False,0,0,102,102,12,12,7711.859413,1610.0,290.0,303.0,0,0,0,0,3914.859413,0.0,0.0,248,88,1,80,0,baseline,0,0,0,571cefdc33dd6ed3d59219adc7d7e9b05b9bb9e553e54fe93a3d27d0dbfd66ae
4,1712000010,12,12,True,1.0,10101.521463,841.79345525,0.2506073690019548,38087.60744508205,369,336,81,5,47,0.020932773128151894,0.0038309411145746658,,10101.521463,10101.521463,119.0,0.0,0.0,9982.521463,12,11,True,False,False,0,0,111,111,12,12,7617.521462999999,1845.0,336.0,303.0,0,0,0,0,4101.521462999999,0.0,0.0,248,96,1,80,0,route,12,0,12,571cefdc33dd6ed3d59219adc7d7e9b05b9bb9e553e54fe93a3d27d0dbfd66ae
4,1712000010,12,12,True,1.0,9956.338128,829.694844,0.26255444483831525,38791.690772944115,321,290,81,5,47,0.021703565027564764,0.004483138909563415,,9956.338128,9956.338128,119.0,0.0,0.0,9837.338128,12,11,True,False,False,0,0,102,102,12,12,7758.338127999999,1605.0,290.0,303.0,0,0,0,0,3956.3381279999994,0.0,0.0,248,88,1,80,0,schedule,4,4,0,571cefdc33dd6ed3d59219adc7d7e9b05b9bb9e553e54fe93a3d27d0dbfd66ae
4,1712000010,12,12,True,1.0,10347.469832,862.2891526666667,0.2949388502165675,38612.34928462591,393,360,80,5,47,0.021726770792156458,0.0044097837060689885,,10347.469832,10347.469832,119.0,0.0,0.0,10228.469832,12,9,True,False,False,0,0,115,113,12,12,7722.469832000001,1965.0,360.0,300.0,0,0,0,0,4347.469832000001,0.0,0.0,248,90,3,80,0,combined,14,2,12,571cefdc33dd6ed3d59219adc7d7e9b05b9bb9e553e54fe93a3d27d0dbfd66ae
4,1712000011,15,15,True,1.0,11083.070465,738.8713643333334,0.25256534619256854,40200.35218922371,452,420,96,11,50,0.01076079299673438,0.004190366296097636,,11083.070465,11083.070465,9054.492261,0.0,0.0,2028.5782040000013,8,6,False,False,False,0,0,121,102,15,15,8040.070465000001,2260.0,420.0,363.0,0,0,0,0,5083.070465000001,0.0,0.0,155,65,9,96,7,baseline,0,0,0,a4aa05fdd798bcac81c8b433a436a776c417c497a9e37c3222ac95c6bc869d29
4,1712000011,15,15,True,1.0,10060.213974,670.6809316,0.19632304506376386,36566.069870364576,448,417,5,13,47,0.005096693057566881,0.004672799305990337,,10060.213974,10060.213974,9461.041169,0.0,0.0,599.1728050000002,9,7,False,False,False,0,0,128,109,15,15,7313.213974,2240.0,417.0,90.0,0,0,0,0,4060.2139740000002,0.0,0.0,155,60,8,4,6,route,9,0,9,a4aa05fdd798bcac81c8b433a436a776c417c497a9e37c3222ac95c6bc869d29
4,1712000011,15,15,True,1.0,11083.070465,738.8713643333334,0.2549917921423912,40200.35218922371,452,420,96,11,50,0.010971387848258018,0.004344729124568402,,11083.070465,11083.070465,9054.492261,0.0,0.0,2028.5782040000013,8,6,False,False,False,0,0,121,102,15,15,8040.070465000001,2260.0,420.0,363.0,0,0,0,0,5083.070465000001,0.0,0.0,155,65,9,96,7,schedule,0,0,0,a4aa05fdd798bcac81c8b433a436a776c417c497a9e37c3222ac95c6bc869d29
4,1712000011,15,15,True,1.0,10060.213974,670.6809316,0.18896319065243006,36566.069870364576,448,417,5,13,47,0.005056822672486305,0.004498097393661737,,10060.213974,10060.213974,9461.041169,0.0,0.0,599.1728050000002,9,7,False,False,False,0,0,128,109,15,15,7313.213974,2240.0,417.0,90.0,0,0,0,0,4060.2139740000002,0.0,0.0,155,60,8,4,6,combined,9,0,9,a4aa05fdd798bcac81c8b433a436a776c417c497a9e37c3222ac95c6bc869d29
4,1712000012,16,16,True,1.0,7851.249358,490.703084875,0.18568578222766519,28596.246791406207,341,320,9,13,44,0.008044821675866842,0.003885134146548808,,7851.249358,7851.249358,5911.368139,0.0,0.0,1939.8812189999999,16,7,True,False,False,0,0,18,10,16,16,5719.249358,1705.0,320.0,107.0,0,0,0,0,1851.249358,0.0,0.0,76,0,9,5,0,baseline,0,0,0,acdd7d59388375a7ff577b339bffbf1481e8fe23c149952497699bacf01d9b59
4,1712000012,16,16,True,1.0,8619.338223,538.7086389375,0.33650696463882923,32016.691167866367,314,287,93,12,48,0.021557755302637815,0.014890416897833329,,8619.338223,8619.338223,6926.147515,0.0,0.0,1693.190708000001,13,11,False,False,False,0,0,45,39,16,16,6403.338223000001,1570.0,287.0,359.0,0,0,0,0,2619.3382230000007,0.0,0.0,84,16,5,92,3,route,8,0,8,acdd7d59388375a7ff577b339bffbf1481e8fe23c149952497699bacf01d9b59
4,1712000012,16,16,True,1.0,7851.249358,490.703084875,0.18619729671627283,28596.246791406207,341,320,9,13,44,0.007957082707434893,0.0039622392272576695,,7851.249358,7851.249358,5911.368139,0.0,0.0,1939.8812189999999,16,7,True,False,False,0,0,18,10,16,16,5719.249358,1705.0,320.0,107.0,0,0,0,0,1851.249358,0.0,0.0,76,0,9,5,0,schedule,0,0,0,acdd7d59388375a7ff577b339bffbf1481e8fe23c149952497699bacf01d9b59
4,1712000012,16,16,True,1.0,10854.563578,678.410223625,0.3448943607509136,40942.81804196438,364,334,144,12,51,0.019358621910214424,0.005591719876974821,,10854.563578,10854.563578,8690.581288,0.0,0.0,2163.98229,13,10,False,False,False,0,0,86,81,16,16,8188.563577999999,1820.0,334.0,512.0,0,0,0,0,4854.563577999999,0.0,0.0,104,33,6,144,3,combined,11,2,9,acdd7d59388375a7ff577b339bffbf1481e8fe23c149952497699bacf01d9b59
