source_path,suggested_target,handling,source_sha256,bytes,note
bsim/http_server.py,src/bsim/http_server.py,复用 main,b5ae05ff747941780fc4d8a60d227356ee6d2489d80f7ee731e41af7cf352c10,4652,
bsim/noise.py,src/bsim/noise.py,复用 main,0b149c9b1b0470e6c3d37d3b73f42757076cad8440bf91cbcf9c0b112d0fcb88,3056,
bsim/profiles.py,src/bsim/profiles.py,复用 main,d00bfb79e124d1b4dced21f2b595eb5375d6287b6fbf6895443582be3cf49bff,457,
bsim/protocol.py,deployment/runtime_public_v2/bsim/protocol.py,保留冻结实现,10651bf3464554f1386fe4b7d95619cae8b5e890ced89cc807d2998d696c3c21,3267,不覆盖 main 已有协议/路径适配；冻结运行时保全原字节
bsim/reference.py,src/bsim/reference.py,复用 main,eca0ad350a6a22a9ccdd655ae1ed284cc98cec107fd1125aad5a488a8818b86f,3297,
bsim/research.py,src/bsim/research.py,复用 main,070cb72e35466b9807f573a29dfaed32204fb5a457db006ac9a3f82b9c99b60a,2752,
bsim/scenarios.py,src/bsim/scenarios.py,复用 main,42fe0fd36bfac2f914fc20400a5bb7b37a3e2345a922dc1df6566234180a4d5a,2978,
bsim/session.py,src/bsim/session.py,复用 main,c5a160a87da0e0c28b0b81cb88ddac55ae14496fe74210160996dccb4a54d547,6410,
bsim/strategy.py,src/bsim/strategy.py,复用 main,22340e37c64253379f297848f17cf41cbe9c551e30fe8dd1d93b52dd8706e071,636,
bsim/validation.py,src/bsim/validation.py,复用 main,e2054e298a38bf2e0bc6047740a932ef7336946a982b991adc3712bc4316c718,3700,
bsim/web/app.js,src/bsim/web/app.js,复用 main,9a2c299e9ea2cd72e750ef9e57142df31a2b0bbdff85dee8a899f5aa93ee2b3a,14032,
bsim/web/index.html,src/bsim/web/index.html,复用 main,8f6bb8fcc040cb4806094be9476b77eea7bac7c3d4e820dfe551130163282502,7626,
bsim/web/style.css,src/bsim/web/style.css,复用 main,8fcdb8f9d1af4c0a13639b1c884640451d234d2e39e5dd7650546af370fa99e8,12693,
bsim/web_dashboard.py,deployment/runtime_public_v2/bsim/web_dashboard.py,保留冻结实现,98079b40ab10cc323934fc0255ecfa6cb35f1f9994bf4c39d7e2b8c889b0c357,12005,不覆盖 main 已有协议/路径适配；冻结运行时保全原字节
configs/q3_legacy_deadline_4gpu.json,records/acceptance/experiment_result-8ef9ef8/source-configs/q3_legacy_deadline_4gpu.json,原样归档,19868553c7345959f41785ef0f6b5af167f69b23946161ba9de6a7a27e679470,751,旧绝对路径与截止时间保留；活动配置在 experiments/q3 或 q4 新建副本
configs/q4_legacy_deadline_4gpu.json,records/acceptance/experiment_result-8ef9ef8/source-configs/q4_legacy_deadline_4gpu.json,原样归档,c9d72f920ca5bc1b8c1ccbe4d2d6ae5c2be3835700f520c1997fb43da4e35bfa,746,旧绝对路径与截止时间保留；活动配置在 experiments/q3 或 q4 新建副本
configs/q4_legacy_deadline_smoke.json,records/acceptance/experiment_result-8ef9ef8/source-configs/q4_legacy_deadline_smoke.json,原样归档,c7901f17047bf97b67c2a6f0f74708f4dfd77da4ba1261156eef5a759ea346b7,746,旧绝对路径与截止时间保留；活动配置在 experiments/q3 或 q4 新建副本
deployment/README_WINDOWS.md,deployment/README_WINDOWS.md,原样归档,c6f8eb6ef24d39017f7e735e78b19abd1edcd1335caf1ea40527701904329bf1,5125,
deployment/inference_fixtures.json,deployment/inference_fixtures.json,原样归档,d93a21dd1d70b90ddecf8e193f6483167f218b394a092695d503002f47381345,98584,
deployment/requirements-windows.txt,deployment/requirements-windows.txt,原样归档,ec44dab8543490ee575c62df36a8d1601a7ad822ee6cbfbe72ba0cbf0e4afe67,121,
deployment/runtime_public_v2/bsim/__init__.py,deployment/runtime_public_v2/bsim/__init__.py,原样归档,967ff09517cb806a6b6c579c99105850862a9bf0884d1db1167e2fd81bab83c0,100,
deployment/runtime_public_v2/bsim/__main__.py,deployment/runtime_public_v2/bsim/__main__.py,原样归档,708e2679407b0b6a825ad1a2debb95d25f19403cdf713d5c5db3eff04f997aa9,6809,
deployment/runtime_public_v2/bsim/client.py,deployment/runtime_public_v2/bsim/client.py,原样归档,acb69eda926bddfc3ccfcb840899406abd5bb8257154d31f96d4c689db7cb558,4131,
deployment/runtime_public_v2/bsim/clocks.py,deployment/runtime_public_v2/bsim/clocks.py,原样归档,d1760109982198d84774b81b5f2120b80fac004ea68458720279ba1dc1a17c17,583,
deployment/runtime_public_v2/bsim/env.py,deployment/runtime_public_v2/bsim/env.py,原样归档,291e1f3d23386b672f317d98ad94ac09b676369f0a3204357f821b56c55ba7d5,1046,
deployment/runtime_public_v2/bsim/evaluation.py,deployment/runtime_public_v2/bsim/evaluation.py,原样归档,fc51c3bd83b01fb96d946007b3dbd24f11b6704bc638244fceeadec1ce27fb5c,5457,
deployment/runtime_public_v2/bsim/fast.py,deployment/runtime_public_v2/bsim/fast.py,原样归档,024fbe85c2f80cffd53ed9c07a52c323657785a0f2b24f21f2dd1eced4550f88,1650,
deployment/runtime_public_v2/bsim/http_server.py,deployment/runtime_public_v2/bsim/http_server.py,原样归档,b5ae05ff747941780fc4d8a60d227356ee6d2489d80f7ee731e41af7cf352c10,4652,
deployment/runtime_public_v2/bsim/noise.py,deployment/runtime_public_v2/bsim/noise.py,原样归档,0b149c9b1b0470e6c3d37d3b73f42757076cad8440bf91cbcf9c0b112d0fcb88,3056,
deployment/runtime_public_v2/bsim/profiles.py,deployment/runtime_public_v2/bsim/profiles.py,原样归档,d00bfb79e124d1b4dced21f2b595eb5375d6287b6fbf6895443582be3cf49bff,457,
deployment/runtime_public_v2/bsim/protocol.py,deployment/runtime_public_v2/bsim/protocol.py,原样归档,10651bf3464554f1386fe4b7d95619cae8b5e890ced89cc807d2998d696c3c21,3267,
deployment/runtime_public_v2/bsim/reference.py,deployment/runtime_public_v2/bsim/reference.py,原样归档,eca0ad350a6a22a9ccdd655ae1ed284cc98cec107fd1125aad5a488a8818b86f,3297,
deployment/runtime_public_v2/bsim/research.py,deployment/runtime_public_v2/bsim/research.py,原样归档,070cb72e35466b9807f573a29dfaed32204fb5a457db006ac9a3f82b9c99b60a,2752,
deployment/runtime_public_v2/bsim/scenarios.py,deployment/runtime_public_v2/bsim/scenarios.py,原样归档,42fe0fd36bfac2f914fc20400a5bb7b37a3e2345a922dc1df6566234180a4d5a,2978,
deployment/runtime_public_v2/bsim/session.py,deployment/runtime_public_v2/bsim/session.py,原样归档,c5a160a87da0e0c28b0b81cb88ddac55ae14496fe74210160996dccb4a54d547,6410,
deployment/runtime_public_v2/bsim/strategy.py,deployment/runtime_public_v2/bsim/strategy.py,原样归档,22340e37c64253379f297848f17cf41cbe9c551e30fe8dd1d93b52dd8706e071,636,
deployment/runtime_public_v2/bsim/validation.py,deployment/runtime_public_v2/bsim/validation.py,原样归档,e2054e298a38bf2e0bc6047740a932ef7336946a982b991adc3712bc4316c718,3700,
deployment/runtime_public_v2/bsim/web_dashboard.py,deployment/runtime_public_v2/bsim/web_dashboard.py,原样归档,98079b40ab10cc323934fc0255ecfa6cb35f1f9994bf4c39d7e2b8c889b0c357,12005,
deployment/runtime_public_v2/manifest.json,deployment/runtime_public_v2/manifest.json,原样归档,44a63835fd4bc8e4a4994a9ef018ef729f9ff274be990d444dce03a81b4808a6,4405,
deployment/runtime_public_v2/solution/__init__.py,deployment/runtime_public_v2/solution/__init__.py,原样归档,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
deployment/runtime_public_v2/solution/cli.py,deployment/runtime_public_v2/solution/cli.py,原样归档,ae5f77f48754022f7b0113c556cb25b7245a135b5765c1a46d145e8b42ef6c46,780,
deployment/runtime_public_v2/solution/control/__init__.py,deployment/runtime_public_v2/solution/control/__init__.py,原样归档,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
deployment/runtime_public_v2/solution/control/controller.py,deployment/runtime_public_v2/solution/control/controller.py,原样归档,5c9d14ed73713818d5fde77d99cf15b1d4af40f00547b6e11512428636126c95,11026,
deployment/runtime_public_v2/solution/coverage/__init__.py,deployment/runtime_public_v2/solution/coverage/__init__.py,原样归档,01f802a854c8dc3589ee6d65ea10db50dc49f29ab0a4e4190622dd0360c46c42,28,
deployment/runtime_public_v2/solution/coverage/certificates.py,deployment/runtime_public_v2/solution/coverage/certificates.py,原样归档,547051708528139de87c1b336c5b1d835f334561d17f5e74078c0ce12a76d3e1,3627,
deployment/runtime_public_v2/solution/evaluation/__init__.py,deployment/runtime_public_v2/solution/evaluation/__init__.py,原样归档,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
deployment/runtime_public_v2/solution/evaluation/artifacts.py,deployment/runtime_public_v2/solution/evaluation/artifacts.py,原样归档,0974634f63534fe647a2529df83be7c3a7bfac0401889ffc88759109ed33cc26,1924,
deployment/runtime_public_v2/solution/geometry/__init__.py,deployment/runtime_public_v2/solution/geometry/__init__.py,原样归档,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
deployment/runtime_public_v2/solution/geometry/core.py,deployment/runtime_public_v2/solution/geometry/core.py,原样归档,ba77a502eb2ada24151ad2057ffc2b6606ccab8c92641173211e227bc7286caf,12574,
deployment/runtime_public_v2/solution/planning/__init__.py,deployment/runtime_public_v2/solution/planning/__init__.py,原样归档,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
deployment/runtime_public_v2/solution/planning/q2.py,deployment/runtime_public_v2/solution/planning/q2.py,原样归档,800f21b916b73df6094f7b5157faf8111c283c512d84b23d67c6e57370596325,7975,
deployment/runtime_public_v2/solution/rl/__init__.py,deployment/runtime_public_v2/solution/rl/__init__.py,原样归档,4df2da4c47012dcbd440058597558f4c825acce706345f2d170920d431c16876,97,
deployment/runtime_public_v2/solution/rl/distributed.py,deployment/runtime_public_v2/solution/rl/distributed.py,原样归档,b98fae2f1941e21a939ea07cded2a6cbf8be99ea31af94e7658ac998acbf569c,4291,
deployment/runtime_public_v2/solution/rl/environment.py,deployment/runtime_public_v2/solution/rl/environment.py,原样归档,c50152b35f37f6c6f974713fccf0ccef6f954903e5dcb595381c32056bbf811e,5607,
deployment/runtime_public_v2/solution/rl/features.py,deployment/runtime_public_v2/solution/rl/features.py,原样归档,73238fa29d76cdb0fe9a1d89f4e0eeb23140e167b008f90895146deb19820013,2470,
deployment/runtime_public_v2/solution/rl/joint_updates.py,deployment/runtime_public_v2/solution/rl/joint_updates.py,原样归档,9dc23a824e671460c88bd2e1dc80b9ef8e7e4d4367a5d666836e55ab80a61365,6715,
deployment/runtime_public_v2/solution/rl/model.py,deployment/runtime_public_v2/solution/rl/model.py,原样归档,015a5b3c4c7995f8d6e365ed4ad9aa114b8927395a2911005f7ce94068e74312,1830,
deployment/runtime_public_v2/solution/rl/training.py,deployment/runtime_public_v2/solution/rl/training.py,原样归档,44351f2d43b51e1a79101ac49530a4c1c0318d5482613317c86e92213647d920,16104,
deployment/runtime_public_v2/solution/search/__init__.py,deployment/runtime_public_v2/solution/search/__init__.py,原样归档,b98f017ac999b5df85ce3ad52aa59d2f8ce1313b2d82d39b1a3fa2f15943059a,74,
deployment/runtime_public_v2/solution/search/belief.py,deployment/runtime_public_v2/solution/search/belief.py,原样归档,55769f26a6f55847d217d86987b60547e6f4bd225db4f1c380ecd7c00847cfa1,9071,
deployment/runtime_public_v2/solution/search/collection.py,deployment/runtime_public_v2/solution/search/collection.py,原样归档,78f732414bf99d1415287dcd18305f747e6f5a08624ca0ec144d479c777a7287,5314,
deployment/runtime_public_v2/solution/search/gpu/__init__.py,deployment/runtime_public_v2/solution/search/gpu/__init__.py,原样归档,76d343e4e154ecc4b3d5c1ffbfb3e6c352b8108de9fdfa12424d3e1f0df96182,80,
deployment/runtime_public_v2/solution/search/gpu/kernel.py,deployment/runtime_public_v2/solution/search/gpu/kernel.py,原样归档,90e95aed6c5b5ce26b12bc2d3e85a0d0201879c24c6d13bed348476deb845ec1,9330,
deployment/runtime_public_v2/solution/search/gpu/rollout.py,deployment/runtime_public_v2/solution/search/gpu/rollout.py,原样归档,8335e6a48d8b682fbff7ac70c8b1e860d8c23a6b75a83e8e48d6468e714ddaad,9015,
deployment/runtime_public_v2/solution/search/teacher.py,deployment/runtime_public_v2/solution/search/teacher.py,原样归档,5c054bc3a9774c01f7d77c65ede73178d02c4d6f347cee3f32c9f3d095f2dc01,7720,
dist/B-problem-paper-final.zip,deployment/bundles/B-problem-paper-final.zip,原样归档,f01d8c3221557949b2599110c5a65445100ed0e3c1d7dcd898754d6bdba31505,8037950,
dist/B-problem-paper-final/README_WINDOWS.md,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/README_WINDOWS.md,已包含于 ZIP,c6f8eb6ef24d39017f7e735e78b19abd1edcd1335caf1ea40527701904329bf1,5125,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/bundle_manifest.json,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/bundle_manifest.json,已包含于 ZIP,ada83a9dd0ecccf0a305a551c4888659150f68a7d48ca822057c780e1356642b,6805,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/inference_fixtures.json,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/inference_fixtures.json,已包含于 ZIP,d93a21dd1d70b90ddecf8e193f6483167f218b394a092695d503002f47381345,98584,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/__init__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/__init__.py,已包含于 ZIP,967ff09517cb806a6b6c579c99105850862a9bf0884d1db1167e2fd81bab83c0,100,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/__main__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/__main__.py,已包含于 ZIP,708e2679407b0b6a825ad1a2debb95d25f19403cdf713d5c5db3eff04f997aa9,6809,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/client.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/client.py,已包含于 ZIP,acb69eda926bddfc3ccfcb840899406abd5bb8257154d31f96d4c689db7cb558,4131,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/clocks.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/clocks.py,已包含于 ZIP,d1760109982198d84774b81b5f2120b80fac004ea68458720279ba1dc1a17c17,583,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/env.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/env.py,已包含于 ZIP,291e1f3d23386b672f317d98ad94ac09b676369f0a3204357f821b56c55ba7d5,1046,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/evaluation.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/evaluation.py,已包含于 ZIP,fc51c3bd83b01fb96d946007b3dbd24f11b6704bc638244fceeadec1ce27fb5c,5457,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/fast.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/fast.py,已包含于 ZIP,024fbe85c2f80cffd53ed9c07a52c323657785a0f2b24f21f2dd1eced4550f88,1650,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/http_server.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/http_server.py,已包含于 ZIP,b5ae05ff747941780fc4d8a60d227356ee6d2489d80f7ee731e41af7cf352c10,4652,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/noise.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/noise.py,已包含于 ZIP,0b149c9b1b0470e6c3d37d3b73f42757076cad8440bf91cbcf9c0b112d0fcb88,3056,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/profiles.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/profiles.py,已包含于 ZIP,d00bfb79e124d1b4dced21f2b595eb5375d6287b6fbf6895443582be3cf49bff,457,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/protocol.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/protocol.py,已包含于 ZIP,10651bf3464554f1386fe4b7d95619cae8b5e890ced89cc807d2998d696c3c21,3267,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/reference.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/reference.py,已包含于 ZIP,eca0ad350a6a22a9ccdd655ae1ed284cc98cec107fd1125aad5a488a8818b86f,3297,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/research.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/research.py,已包含于 ZIP,070cb72e35466b9807f573a29dfaed32204fb5a457db006ac9a3f82b9c99b60a,2752,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/scenarios.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/scenarios.py,已包含于 ZIP,42fe0fd36bfac2f914fc20400a5bb7b37a3e2345a922dc1df6566234180a4d5a,2978,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/session.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/session.py,已包含于 ZIP,c5a160a87da0e0c28b0b81cb88ddac55ae14496fe74210160996dccb4a54d547,6410,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/strategy.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/strategy.py,已包含于 ZIP,22340e37c64253379f297848f17cf41cbe9c551e30fe8dd1d93b52dd8706e071,636,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/validation.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/validation.py,已包含于 ZIP,e2054e298a38bf2e0bc6047740a932ef7336946a982b991adc3712bc4316c718,3700,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/bsim/web_dashboard.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/bsim/web_dashboard.py,已包含于 ZIP,98079b40ab10cc323934fc0255ecfa6cb35f1f9994bf4c39d7e2b8c889b0c357,12005,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/manifest.json,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/manifest.json,已包含于 ZIP,44a63835fd4bc8e4a4994a9ef018ef729f9ff274be990d444dce03a81b4808a6,4405,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/__init__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/__init__.py,已包含于 ZIP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/cli.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/cli.py,已包含于 ZIP,ae5f77f48754022f7b0113c556cb25b7245a135b5765c1a46d145e8b42ef6c46,780,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/control/__init__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/control/__init__.py,已包含于 ZIP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/control/controller.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/control/controller.py,已包含于 ZIP,5c9d14ed73713818d5fde77d99cf15b1d4af40f00547b6e11512428636126c95,11026,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/coverage/__init__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/coverage/__init__.py,已包含于 ZIP,01f802a854c8dc3589ee6d65ea10db50dc49f29ab0a4e4190622dd0360c46c42,28,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/coverage/certificates.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/coverage/certificates.py,已包含于 ZIP,547051708528139de87c1b336c5b1d835f334561d17f5e74078c0ce12a76d3e1,3627,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/evaluation/__init__.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/evaluation/__init__.py,已包含于 ZIP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,52 个展开成员已逐字节核验，不重复铺开
dist/B-problem-paper-final/deployment/runtime_public_v2/solution/evaluation/artifacts.py,deployment/bundles/B-problem-paper-final.zip::B-problem-paper-final/deployment/runtime_public_v2/solution/evaluation/artifacts.py,已包含于 ZIP,0974634f63534fe647a2529df83be7c3a7bfac0401889ffc88759109ed33cc26,1924,52 个展开成员已逐字节核验，不重复铺开
